table_name,column_name,field_class,derivation_rule,source_reference
dwd_weather_phenomena,_had_key_conflict,derived,a resolved same-key conflict existed,silver conflict rule
dwd_weather_phenomena,_silver_loaded_at,derived,current_timestamp() at write,silver governance
dwd_weather_phenomena,_silver_run_id,derived,the Silver run id,silver governance
dwd_weather_phenomena,ags_code,derived,curated / prefix attribution to the Bundesland AGS,"geography attribution, Bundesland level"
dwd_weather_phenomena,ags_level,derived,geography level achieved (bundesland),geography attribution limit
dwd_weather_phenomena,ags_method,derived,attribution method (city_lookup / ags_prefix / bundesland_code),geography attribution
dwd_weather_phenomena,city,source_provided,typed cast,dwd contract / business-name mapping
dwd_weather_phenomena,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
dwd_weather_phenomena,eor,source_provided,typed cast,dwd contract / business-name mapping
dwd_weather_phenomena,observation_ts,source_provided,typed cast + English business rename,dwd contract / business-name mapping
dwd_weather_phenomena,present_weather_code,source_provided,typed cast + English business rename,dwd contract / business-name mapping
dwd_weather_phenomena,present_weather_code_code,derived,"source code, verbatim",coded-value decode triple
dwd_weather_phenomena,present_weather_code_label_de,derived,German label from the decode reference,coded-value decode triple
dwd_weather_phenomena,present_weather_text_de,source_provided,typed cast + English business rename,dwd contract / business-name mapping
dwd_weather_phenomena,qn_level,derived,DWD quality-level decode,DWD quality-level decode
dwd_weather_phenomena,qn_level_code,derived,DWD quality-level decode,DWD quality-level decode
dwd_weather_phenomena,qn_level_label_de,derived,DWD quality-level decode,DWD quality-level decode
dwd_weather_phenomena,source_record_id,derived,natural key or deterministic composite,silver governance
dwd_weather_phenomena,source_system,derived,constant per source,silver governance
dwd_wind,QN_3,source_provided,typed cast,dwd contract / business-name mapping
dwd_wind,STATIONS_ID,source_provided,typed cast,dwd contract / business-name mapping
dwd_wind,_had_key_conflict,derived,a resolved same-key conflict existed,silver conflict rule
dwd_wind,_silver_loaded_at,derived,current_timestamp() at write,silver governance
dwd_wind,_silver_run_id,derived,the Silver run id,silver governance
dwd_wind,ags_code,derived,curated / prefix attribution to the Bundesland AGS,"geography attribution, Bundesland level"
dwd_wind,ags_level,derived,geography level achieved (bundesland),geography attribution limit
dwd_wind,ags_method,derived,attribution method (city_lookup / ags_prefix / bundesland_code),geography attribution
dwd_wind,city,source_provided,typed cast,dwd contract / business-name mapping
dwd_wind,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
dwd_wind,eor,source_provided,typed cast,dwd contract / business-name mapping
dwd_wind,observation_ts,source_provided,typed cast + English business rename,dwd contract / business-name mapping
dwd_wind,qn_level,derived,DWD quality-level decode,DWD quality-level decode
dwd_wind,qn_level_code,derived,DWD quality-level decode,DWD quality-level decode
dwd_wind,qn_level_label_de,derived,DWD quality-level decode,DWD quality-level decode
dwd_wind,source_record_id,derived,natural key or deterministic composite,silver governance
dwd_wind,source_system,derived,constant per source,silver governance
dwd_wind,wind_direction_mean,source_provided,typed cast + English business rename,dwd contract / business-name mapping
dwd_wind,wind_speed_mean,source_provided,typed cast + English business rename,dwd contract / business-name mapping
dwd_wind_synop,QN_8,source_provided,typed cast,dwd contract / business-name mapping
dwd_wind_synop,STATIONS_ID,source_provided,typed cast,dwd contract / business-name mapping
dwd_wind_synop,_had_key_conflict,derived,a resolved same-key conflict existed,silver conflict rule
dwd_wind_synop,_silver_loaded_at,derived,current_timestamp() at write,silver governance
dwd_wind_synop,_silver_run_id,derived,the Silver run id,silver governance
dwd_wind_synop,ags_code,derived,curated / prefix attribution to the Bundesland AGS,"geography attribution, Bundesland level"
dwd_wind_synop,ags_level,derived,geography level achieved (bundesland),geography attribution limit
dwd_wind_synop,ags_method,derived,attribution method (city_lookup / ags_prefix / bundesland_code),geography attribution
dwd_wind_synop,city,source_provided,typed cast,dwd contract / business-name mapping
dwd_wind_synop,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
dwd_wind_synop,eor,source_provided,typed cast,dwd contract / business-name mapping
dwd_wind_synop,observation_ts,source_provided,typed cast + English business rename,dwd contract / business-name mapping
dwd_wind_synop,qn_level,derived,DWD quality-level decode,DWD quality-level decode
dwd_wind_synop,qn_level_code,derived,DWD quality-level decode,DWD quality-level decode
dwd_wind_synop,qn_level_label_de,derived,DWD quality-level decode,DWD quality-level decode
dwd_wind_synop,source_record_id,derived,natural key or deterministic composite,silver governance
dwd_wind_synop,source_system,derived,constant per source,silver governance
dwd_wind_synop,wind_direction_synop,source_provided,typed cast + English business rename,dwd contract / business-name mapping
dwd_wind_synop,wind_speed_synop,source_provided,typed cast + English business rename,dwd contract / business-name mapping
honda_cooling_p,_silver_loaded_at,derived,current_timestamp() at write,silver governance
honda_cooling_p,_silver_run_id,derived,the Silver run id,silver governance
honda_cooling_p,cool_elec,source_provided,typed cast (+ rename where localised),honda_iot contract
honda_cooling_p,datetime_utc,source_provided,typed cast (+ rename where localised),honda_iot contract
honda_cooling_p,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
honda_cooling_p,frequency,source_provided,typed cast (+ rename where localised),honda_iot contract
honda_cooling_p,source_record_id,derived,natural key or deterministic composite,silver governance
honda_cooling_p,source_system,derived,constant per source,silver governance
honda_cooling_p,total,source_provided,typed cast (+ rename where localised),honda_iot contract
honda_cooling_w,_silver_loaded_at,derived,current_timestamp() at write,silver governance
honda_cooling_w,_silver_run_id,derived,the Silver run id,silver governance
honda_cooling_w,cool_elec,source_provided,typed cast (+ rename where localised),honda_iot contract
honda_cooling_w,datetime_utc,source_provided,typed cast (+ rename where localised),honda_iot contract
honda_cooling_w,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
honda_cooling_w,frequency,source_provided,typed cast (+ rename where localised),honda_iot contract
honda_cooling_w,source_record_id,derived,natural key or deterministic composite,silver governance
honda_cooling_w,source_system,derived,constant per source,silver governance
honda_cooling_w,total,source_provided,typed cast (+ rename where localised),honda_iot contract
honda_electricity_p,CHP,source_provided,typed cast (+ rename where localised),honda_iot contract
honda_electricity_p,PV,source_provided,typed cast (+ rename where localised),honda_iot contract
honda_electricity_p,_silver_loaded_at,derived,current_timestamp() at write,silver governance
honda_electricity_p,_silver_run_id,derived,the Silver run id,silver governance
honda_electricity_p,datetime_utc,source_provided,typed cast (+ rename where localised),honda_iot contract
honda_electricity_p,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
honda_electricity_p,frequency,source_provided,typed cast (+ rename where localised),honda_iot contract
honda_electricity_p,source_record_id,derived,natural key or deterministic composite,silver governance
honda_electricity_p,source_system,derived,constant per source,silver governance
honda_electricity_p,total,source_provided,typed cast (+ rename where localised),honda_iot contract
honda_electricity_w,CHP,source_provided,typed cast (+ rename where localised),honda_iot contract
honda_electricity_w,PV,source_provided,typed cast (+ rename where localised),honda_iot contract
honda_electricity_w,_silver_loaded_at,derived,current_timestamp() at write,silver governance
honda_electricity_w,_silver_run_id,derived,the Silver run id,silver governance
honda_electricity_w,datetime_utc,source_provided,typed cast (+ rename where localised),honda_iot contract
honda_electricity_w,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
honda_electricity_w,frequency,source_provided,typed cast (+ rename where localised),honda_iot contract
honda_electricity_w,source_record_id,derived,natural key or deterministic composite,silver governance
honda_electricity_w,source_system,derived,constant per source,silver governance
honda_electricity_w,total,source_provided,typed cast (+ rename where localised),honda_iot contract
honda_heating_p,CHP_elec,source_provided,typed cast (+ rename where localised),honda_iot contract
honda_heating_p,CHP_heat,source_provided,typed cast (+ rename where localised),honda_iot contract
honda_heating_p,_silver_loaded_at,derived,current_timestamp() at write,silver governance
honda_heating_p,_silver_run_id,derived,the Silver run id,silver governance
honda_heating_p,datetime_utc,source_provided,typed cast (+ rename where localised),honda_iot contract
honda_heating_p,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
